,Coords,City,Tweet,Timestamp,Density
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,That truck heading to the upper level of the GW Bridge has been cleared.  The construction on 280 is still out there. https://t.co/KmnYFe6rKB,2022-03-29 10:09:40+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #Systemwide https://t.co/U3VI2WiHwg,2022-03-29 10:09:11+00:00,1
0,"[-74.00193870221423, 40.710044629969296]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
1,"[-73.98855670365879, 40.69946321367943]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
2,"[-74.00439150400824, 40.71211216348967]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
3,"[-73.99926486874011, 40.707988917128326]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
4,"[-73.98881590561584, 40.69658388820459]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
5,"[-73.99011345124833, 40.70073682737173]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
6,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
7,"[-73.99035999999995, 40.692450000000065]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
8,"[-74.00600999999995, 40.714500000000044]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
11,"[-73.96482490653398, 40.588250034762666]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
12,"[-73.94488571384744, 40.70712078777296]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
13,"[-73.96696493090516, 40.58799505055009]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
14,"[-73.95355773817963, 40.72864479995631]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
15,"[-73.94620964241255, 40.715118278525225]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
16,"[-74.00940231351538, 40.57807556885505]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
17,"[-73.98732466121422, 40.701300438387854]",New York City Metro,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,2022-03-29 10:09:11+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"@jdumes98 @Powera66 @TransAlt No way!!! Car traffic will never go away, not in NYC maybe in upstate or rural areas… I can agree on some bike lanes in NYC, but in already super congested areas I don’t… like let’s talk about queens Blvd… if I have seen 3 bikes using the bike lanes in 2 years it’s alot",2022-03-29 09:59:17+00:00,1
0,"[-73.9859907326448, 40.75684844233291]",New York City Metro,Cleared: Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St,2022-03-29 09:59:16+00:00,0
1,"[-73.99003993439956, 40.75690004544188]",New York City Metro,Cleared: Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St,2022-03-29 09:59:16+00:00,0
2,"[-73.9843699121775, 40.759520039781705]",New York City Metro,Cleared: Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St,2022-03-29 09:59:16+00:00,0
3,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St,2022-03-29 09:59:16+00:00,0
4,"[-73.98641401804346, 40.75548347019645]",New York City Metro,Cleared: Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St,2022-03-29 09:59:16+00:00,0
0,"[-73.92520332050967, 40.83263706447197]",New York City Metro,"@NotifyNYC: .@FDNY Three Alarm Fire: E. 165th Street and Union Avenue, BX. Expect smoke and traffic delays in the area. People nearby should avoid smoke and close windows. Multilingual/ASL link: https://t.co/p4A15QIFgC. #fire",2022-03-29 09:29:05+00:00,1
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"@NotifyNYC: .@FDNY Three Alarm Fire: E. 165th Street and Union Avenue, BX. Expect smoke and traffic delays in the area. People nearby should avoid smoke and close windows. Multilingual/ASL link: https://t.co/p4A15QIFgC. #fire",2022-03-29 09:29:05+00:00,1
0,"[-74.25939999999997, 40.81004000000007]",New York City Metro,"Commuter Alert: @heatherorourke7 says in West Orange, NJ.. there is emergency construction forcing the closure of three lanes on EB I-280 at exit 10 #abc7NY https://t.co/3tAxkAsCgJ",2022-03-29 09:11:39+00:00,2
1,"[-74.23277999999993, 40.77338000000003]",New York City Metro,"Commuter Alert: @heatherorourke7 says in West Orange, NJ.. there is emergency construction forcing the closure of three lanes on EB I-280 at exit 10 #abc7NY https://t.co/3tAxkAsCgJ",2022-03-29 09:11:39+00:00,2
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Commuter Alert: @heatherorourke7 says in West Orange, NJ.. there is emergency construction forcing the closure of three lanes on EB I-280 at exit 10 #abc7NY https://t.co/3tAxkAsCgJ",2022-03-29 09:11:39+00:00,2
0,"[-73.94864489973926, 40.651280039759015]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
1,"[-74.10937866412081, 40.59072477841255]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
4,"[-73.80141999999995, 41.043450000000064]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
7,"[-73.9308421132295, 40.857153495621176]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
8,"[-73.90621722268232, 40.70693339148697]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
9,"[-74.1184889586047, 40.61501945947421]",New York City Metro,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,2022-03-29 09:05:05+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #US19TruckRoute NB at Hackensack River Drawbridge,2022-03-29 09:05:04+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
1,"[-73.92952688140933, 40.78638918981738]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
2,"[-73.9131074535431, 40.76957664788797]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
3,"[-73.91745183746504, 40.77062861343943]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
4,"[-73.89523182024291, 40.743738112468286]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
5,"[-73.92867694226139, 40.72764873156824]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
6,"[-73.91202900548177, 40.80452641138531]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
7,"[-73.83906261320435, 40.82879908178065]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
8,"[-73.84365739001235, 40.82840247771987]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
9,"[-73.89847317657556, 40.812572546372834]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
10,"[-73.88906648707307, 40.821040322505915]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
11,"[-73.86355787926232, 40.82543288712703]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
12,"[-73.99867070244603, 40.6721365824259]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
13,"[-74.0273026275116, 40.61460991672442]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
14,"[-74.02958536200144, 40.6117858298704]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
15,"[-73.99912582883799, 40.693744194711996]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
16,"[-73.9823543124646, 40.69766810763306]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
17,"[-73.9531523740709, 40.71391758407088]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
18,"[-73.99981993902466, 40.68722002705894]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
19,"[-74.00304412296644, 40.6586591948421]",New York City Metro,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,2022-03-29 09:03:25+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #US19TonnelleAvenue SB at Fairview Av https://t.co/b2Pjk2gkqZ,2022-03-29 09:03:25+00:00,0
1,"[-73.94864489973926, 40.651280039759015]",New York City Metro,Updated: Construction on #US19TonnelleAvenue SB at Fairview Av https://t.co/b2Pjk2gkqZ,2022-03-29 09:03:25+00:00,0
2,"[-74.10937866412081, 40.59072477841255]",New York City Metro,Updated: Construction on #US19TonnelleAvenue SB at Fairview Av https://t.co/b2Pjk2gkqZ,2022-03-29 09:03:25+00:00,0
0,"[-74.15027731524243, 40.61526034911917]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
1,"[-73.93960673515909, 40.821851077407324]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
2,"[-73.94966876521002, 40.826106441506965]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
3,"[-73.82295490886222, 40.7676700576058]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
4,"[-73.79428934687108, 40.67520082014214]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
5,"[-73.79948490941874, 40.685850046894444]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
6,"[-73.82371493793266, 40.771415050035074]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
7,"[-73.907351419877, 40.809966338497034]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
8,"[-73.91791262919706, 40.812803631889075]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
9,"[-73.9217007363937, 40.814710917815816]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
10,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 09:00:00+00:00,0
0,"[-74.15027731524243, 40.61526034911917]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
1,"[-73.93960673515909, 40.821851077407324]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
2,"[-73.94966876521002, 40.826106441506965]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
3,"[-73.82295490886222, 40.7676700576058]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
4,"[-73.79428934687108, 40.67520082014214]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
5,"[-73.79948490941874, 40.685850046894444]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
6,"[-73.82371493793266, 40.771415050035074]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
7,"[-73.907351419877, 40.809966338497034]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
8,"[-73.91791262919706, 40.812803631889075]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
9,"[-73.9217007363937, 40.814710917815816]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
10,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #DLine NB from 145 St to Tremont Av,2022-03-29 08:59:59+00:00,0
0,"[-73.87182513489144, 40.74892159535075]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
1,"[-73.81688836339303, 40.763033691893355]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
2,"[-73.91651991471485, 40.74292504496077]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
3,"[-73.9051012661037, 40.74543252586421]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
4,"[-73.85355635877933, 40.752297191207575]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
5,"[-73.82186434511136, 40.82540129802597]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
6,"[-74.02976994590358, 40.60768004069462]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
7,"[-74.13281581506094, 40.60394419813969]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
8,"[-73.5904148889661, 40.673770027083236]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
9,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
10,"[-73.82998999999995, 40.714000000000055]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
11,"[-73.88755999999995, 40.74940000000004]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
0,"[-73.87182513489144, 40.74892159535075]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
1,"[-73.81688836339303, 40.763033691893355]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
2,"[-73.91651991471485, 40.74292504496077]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
3,"[-73.9051012661037, 40.74543252586421]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
4,"[-73.85355635877933, 40.752297191207575]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
5,"[-73.82186434511136, 40.82540129802597]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
6,"[-74.02976994590358, 40.60768004069462]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
7,"[-74.13281581506094, 40.60394419813969]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
8,"[-73.5904148889661, 40.673770027083236]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
9,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
10,"[-73.82998999999995, 40.714000000000055]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
11,"[-73.88755999999995, 40.74940000000004]",New York City Metro,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,2022-03-29 08:59:01+00:00,0
1,"[-73.90372103485377, 40.75191593183808]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
2,"[-73.92856293614038, 40.763484486216676]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
3,"[-73.91584128742547, 40.75748466286799]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
4,"[-73.88258801015249, 40.742793393639076]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
5,"[-73.7689649331239, 40.66626503861801]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
6,"[-73.89369638563898, 40.74764670766844]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
7,"[-73.8313523485721, 40.65639532902385]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
8,"[-73.90297078967986, 40.88150726139797]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
9,"[-73.8965553993177, 40.90921424743758]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
10,"[-73.95342307389967, 40.7068659375544]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
11,"[-73.92505736055686, 40.6912106699291]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
12,"[-73.91521088102549, 40.68557000256561]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
13,"[-73.9384410113529, 40.698772856044414]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
14,"[-73.96608012397718, 40.710538814368334]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
15,"[-74.1161652392694, 40.628804207193205]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
16,"[-74.1283562394703, 40.56874225944868]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
18,"[-73.931024779954, 40.66978459603372]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
19,"[-73.93024517449201, 40.67797104028747]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
1,"[-73.90372103485377, 40.75191593183808]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
2,"[-73.92856293614038, 40.763484486216676]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
3,"[-73.91584128742547, 40.75748466286799]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
4,"[-73.88258801015249, 40.742793393639076]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
5,"[-73.7689649331239, 40.66626503861801]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
6,"[-73.89369638563898, 40.74764670766844]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
7,"[-73.8313523485721, 40.65639532902385]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
8,"[-73.90297078967986, 40.88150726139797]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
9,"[-73.8965553993177, 40.90921424743758]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
10,"[-73.95342307389967, 40.7068659375544]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
11,"[-73.92505736055686, 40.6912106699291]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
12,"[-73.91521088102549, 40.68557000256561]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
13,"[-73.9384410113529, 40.698772856044414]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
14,"[-73.96608012397718, 40.710538814368334]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
15,"[-74.1161652392694, 40.628804207193205]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
16,"[-74.1283562394703, 40.56874225944868]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
18,"[-73.931024779954, 40.66978459603372]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
19,"[-73.93024517449201, 40.67797104028747]",New York City Metro,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,2022-03-29 08:59:00+00:00,0
0,"[-73.72433587061094, 40.75397013211984]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
1,"[-73.89937620915754, 40.767266256293134]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
2,"[-73.89154919361837, 40.7663191971023]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
3,"[-73.72681785084401, 40.75087210547469]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
4,"[-73.71876964004107, 40.75897124172217]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
5,"[-73.71893625433873, 40.75846302852566]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
6,"[-73.72153021593476, 40.7563762026057]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
7,"[-73.9050870213941, 40.7682408705861]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
8,"[-73.77598325781234, 40.72342350786692]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
9,"[-73.84881051385308, 40.747637446994446]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
10,"[-73.84053562251138, 40.729723407072]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
11,"[-73.85237527380532, 40.754663820638974]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
12,"[-73.83495657918375, 40.721362004630215]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
13,"[-73.78487268254305, 40.72019767023745]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
14,"[-73.87499848546749, 40.77182083783968]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
15,"[-73.87225849075594, 40.77159179912227]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
16,"[-73.74849071778652, 40.73076387644312]",New York City Metro,Cleared: Construction on #GrandCentralParkway EB at 94th Street,2022-03-29 08:57:10+00:00,0
