,Coords,City,Tweet,Timestamp,Density
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"CLEARED BUFFALO: DELAY Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic: Incident clear, traffic normal.",2022-03-29 17:12:13+00:00,0
1,"[-73.88927432395744, 40.82075459501255]",New York City Metro,"CLEARED BUFFALO: DELAY Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic: Incident clear, traffic normal.",2022-03-29 17:12:13+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"In #NassauCounty, westbound #SouthernStateParkway has delays approaching Exit 29N for Route 107 with construction leaving only the left lane open. @1010WINS @511nyLongIsland https://t.co/K1LqPboCX7",2022-03-29 17:02:00+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,UPDATE BUFFALO: DELAY Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic,2022-03-29 16:55:54+00:00,2
1,"[-73.88927432395744, 40.82075459501255]",New York City Metro,UPDATE BUFFALO: DELAY Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic,2022-03-29 16:55:54+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,It will be an easy trip leaving or entering the city at the #HollandTunnel and #LincolnTunnel with travel times for both under ten minutes inbound and outbound. @1010WINS @PANYNJ_HT https://t.co/jCyATQD2T0,2022-03-29 16:54:18+00:00,0
1,"[-74.00503416841346, 40.76045204496255]",New York City Metro,It will be an easy trip leaving or entering the city at the #HollandTunnel and #LincolnTunnel with travel times for both under ten minutes inbound and outbound. @1010WINS @PANYNJ_HT https://t.co/jCyATQD2T0,2022-03-29 16:54:18+00:00,0
2,"[-74.02057337459621, 40.72730833838049]",New York City Metro,It will be an easy trip leaving or entering the city at the #HollandTunnel and #LincolnTunnel with travel times for both under ten minutes inbound and outbound. @1010WINS @PANYNJ_HT https://t.co/jCyATQD2T0,2022-03-29 16:54:18+00:00,0
3,"[-73.99672976068851, 40.757037110103134]",New York City Metro,It will be an easy trip leaving or entering the city at the #HollandTunnel and #LincolnTunnel with travel times for both under ten minutes inbound and outbound. @1010WINS @PANYNJ_HT https://t.co/jCyATQD2T0,2022-03-29 16:54:18+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"In #EssexCounty, eastbound Route 280 has three lanes blocked near Exit 9 in #WestOrange for emergency roadwork. @1010WINS @waze https://t.co/YaNBdzMP4w",2022-03-29 16:50:02+00:00,2
0,"[-73.9984222282544, 40.66542619311658]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
1,"[-73.99922115832749, 40.66298260400407]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
4,"[-73.95576355971683, 40.64461893828187]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
6,"[-73.91405464580829, 40.78381485071877]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
7,"[-73.98642100463142, 40.65801953932415]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
8,"[-73.98071262483401, 40.65458468132523]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
9,"[-73.99914082183024, 40.663082127832546]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
10,"[-73.98456456214947, 40.7394234730173]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
11,"[-74.00098838986557, 40.74633108799729]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
12,"[-73.99259850351164, 40.742811957102084]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
13,"[-73.91450253832716, 40.78082846680661]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
14,"[-73.94093604116652, 40.75270568823563]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
15,"[-73.93563936709087, 40.75843475207936]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
16,"[-73.92458427972981, 40.77161252379982]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
17,"[-73.9474891562258, 40.74040255110493]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
18,"[-73.94421609566253, 40.58417509105454]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
19,"[-73.94930706957672, 40.60388017875025]",New York City Metro,Cleared: Construction on #3RDAVE NB from 23RD ST to 20TH ST,2022-03-29 16:39:16+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,UPDATE BUFFALO: Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic.,2022-03-29 16:22:34+00:00,2
1,"[-73.88927432395744, 40.82075459501255]",New York City Metro,UPDATE BUFFALO: Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic.,2022-03-29 16:22:34+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Anyone have that video or photo of woman walking/ twirling in a red dress through traffic?,2022-03-29 16:15:43+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #BEEKMANST WB at NASSAU ST https://t.co/G32DHpTyIo,2022-03-29 15:54:52+00:00,1
0,"[-74.00280168403656, 40.712540587273224]",New York City Metro,Construction on #BEEKMANST WB from NASSAU ST to PARK ROW https://t.co/wICRNYGRnu,2022-03-29 15:52:42+00:00,1
1,"[-74.0014633081924, 40.71288224728415]",New York City Metro,Construction on #BEEKMANST WB from NASSAU ST to PARK ROW https://t.co/wICRNYGRnu,2022-03-29 15:52:42+00:00,1
2,"[-73.99982042101267, 40.713302030147574]",New York City Metro,Construction on #BEEKMANST WB from NASSAU ST to PARK ROW https://t.co/wICRNYGRnu,2022-03-29 15:52:42+00:00,1
3,"[-74.00822942314787, 40.71139847486998]",New York City Metro,Construction on #BEEKMANST WB from NASSAU ST to PARK ROW https://t.co/wICRNYGRnu,2022-03-29 15:52:42+00:00,1
4,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #BEEKMANST WB from NASSAU ST to PARK ROW https://t.co/wICRNYGRnu,2022-03-29 15:52:42+00:00,1
0,"[-74.0089400089262, 40.70900511764587]",New York City Metro,Construction on #BEEKMANST WB from WILLIAM ST to NASSAU ST https://t.co/5eD8pdOYEK,2022-03-29 15:50:57+00:00,1
1,"[-74.00743301866163, 40.71052972590039]",New York City Metro,Construction on #BEEKMANST WB from WILLIAM ST to NASSAU ST https://t.co/5eD8pdOYEK,2022-03-29 15:50:57+00:00,1
2,"[-74.00984178007053, 40.70810652013482]",New York City Metro,Construction on #BEEKMANST WB from WILLIAM ST to NASSAU ST https://t.co/5eD8pdOYEK,2022-03-29 15:50:57+00:00,1
3,"[-73.98641553929919, 40.698477045875336]",New York City Metro,Construction on #BEEKMANST WB from WILLIAM ST to NASSAU ST https://t.co/5eD8pdOYEK,2022-03-29 15:50:57+00:00,1
4,"[-74.09027991075547, 40.64073003159871]",New York City Metro,Construction on #BEEKMANST WB from WILLIAM ST to NASSAU ST https://t.co/5eD8pdOYEK,2022-03-29 15:50:57+00:00,1
5,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #BEEKMANST WB from WILLIAM ST to NASSAU ST https://t.co/5eD8pdOYEK,2022-03-29 15:50:57+00:00,1
0,"[-74.00813491270324, 40.70784504092664]",New York City Metro,Construction on #BEEKMANST NB from GOLD ST to WILLIAM ST https://t.co/aH35iHDUh8,2022-03-29 15:40:31+00:00,1
1,"[-74.00706156439345, 40.70893105426875]",New York City Metro,Construction on #BEEKMANST NB from GOLD ST to WILLIAM ST https://t.co/aH35iHDUh8,2022-03-29 15:40:31+00:00,1
2,"[-74.00911982227643, 40.70680534430106]",New York City Metro,Construction on #BEEKMANST NB from GOLD ST to WILLIAM ST https://t.co/aH35iHDUh8,2022-03-29 15:40:31+00:00,1
3,"[-74.00987491198345, 40.70497505632461]",New York City Metro,Construction on #BEEKMANST NB from GOLD ST to WILLIAM ST https://t.co/aH35iHDUh8,2022-03-29 15:40:31+00:00,1
4,"[-74.07722530658671, 40.63092792269833]",New York City Metro,Construction on #BEEKMANST NB from GOLD ST to WILLIAM ST https://t.co/aH35iHDUh8,2022-03-29 15:40:31+00:00,1
5,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #BEEKMANST NB from GOLD ST to WILLIAM ST https://t.co/aH35iHDUh8,2022-03-29 15:40:31+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #E74THST EB from 2ND AVE to 1ST AVE https://t.co/q2s7TC6p7E,2022-03-29 15:34:33+00:00,1
0,"[-73.98548293498348, 40.738372546125866]",New York City Metro,Construction on #E54THST EB from LEXINGTON AVE to 3RD AVE https://t.co/9tEjtRAc1s,2022-03-29 15:28:43+00:00,1
2,"[-74.132380450293, 40.63087116515512]",New York City Metro,Construction on #E54THST EB from LEXINGTON AVE to 3RD AVE https://t.co/9tEjtRAc1s,2022-03-29 15:28:43+00:00,1
3,"[-74.15625645935678, 40.56011766402001]",New York City Metro,Construction on #E54THST EB from LEXINGTON AVE to 3RD AVE https://t.co/9tEjtRAc1s,2022-03-29 15:28:43+00:00,1
4,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #E54THST EB from LEXINGTON AVE to 3RD AVE https://t.co/9tEjtRAc1s,2022-03-29 15:28:43+00:00,1
5,"[-74.15582504494112, 40.560111751588266]",New York City Metro,Construction on #E54THST EB from LEXINGTON AVE to 3RD AVE https://t.co/9tEjtRAc1s,2022-03-29 15:28:43+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,@ScottReads1 10 minutes in LA traffic? Consider it done.,2022-03-29 15:28:13+00:00,1
1,"[-73.98548293498348, 40.738372546125866]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
2,"[-74.132380450293, 40.63087116515512]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
3,"[-74.15625645935678, 40.56011766402001]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
4,"[-73.9530484884837, 40.78296957943235]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
5,"[-73.95915145293291, 40.77461567551904]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
6,"[-73.96565701689089, 40.76569075979826]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
7,"[-73.95681053850463, 40.77782314535363]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
8,"[-73.96194925506974, 40.77077978650356]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
9,"[-73.93488990244889, 40.80783701798106]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
10,"[-73.93791676760311, 40.80369068069561]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
11,"[-73.94676844469252, 40.79157211929578]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
12,"[-73.98019483980217, 40.74578808156544]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
13,"[-73.98402216312408, 40.74050397127363]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
14,"[-73.97027652706207, 40.759360799733024]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
15,"[-73.97481716001288, 40.75313591869669]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
16,"[-73.95797018475623, 40.686846017201944]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
17,"[-73.93507702999837, 40.689488476341744]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
18,"[-73.95087443032284, 40.68765747205092]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
19,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #E53RDST WB from 3RD AVE to LEXINGTON AVE https://t.co/h6kxwJvuqF,2022-03-29 15:22:34+00:00,1
0,"[-74.00234706421311, 40.658613465087235]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
1,"[-74.00648012968617, 40.6582190490075]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
3,"[-73.93324332469682, 40.7536569359317]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
4,"[-73.93748992771725, 40.744090024728365]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
5,"[-73.92750439115156, 40.76070471730876]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
6,"[-73.92159353004001, 40.76803340359438]",New York City Metro,Construction on #3RDAVE EB from 33RD ST to 30TH ST https://t.co/2SHNsEatoI,2022-03-29 15:12:35+00:00,1
0,"[-73.88927432395744, 40.82075459501255]",New York City Metro,"CLEARED BUFFALO: CRASH: WB ON I-90 EXIT 48A-EXIT 49: LEFT LANE BLOCKED: Incident clear, delays may exist.",2022-03-29 15:10:39+00:00,1
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"CLEARED BUFFALO: CRASH: WB ON I-90 EXIT 48A-EXIT 49: LEFT LANE BLOCKED: Incident clear, delays may exist.",2022-03-29 15:10:39+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
1,"[-73.92735249332763, 40.72936577439581]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
2,"[-73.89592369557506, 40.74830271468793]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
3,"[-73.92867694226139, 40.72764873156824]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
4,"[-73.99826477829662, 40.67149298010339]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
5,"[-73.99912582883799, 40.693744194711996]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
6,"[-73.99830898751196, 40.69567973605516]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
7,"[-73.98290900472838, 40.698191577389046]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
8,"[-73.93892419494772, 40.72347718101209]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
9,"[-73.94986133574909, 40.71653768389215]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
10,"[-73.96265059258205, 40.69753221094688]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
11,"[-74.00356410770823, 40.679662984766146]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
12,"[-73.96033504772318, 40.702980795207324]",New York City Metro,That’s definitely gonna help the traffic on the BQE 🥴😒 https://t.co/FMBC9Sdahg,2022-03-29 15:10:15+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Yessir but why 🤷🏻‍♂️ Got caught in too many bumber to bumper traffic jams in ny to enjoy it anymore https://t.co/TQGAZ3YUUb,2022-03-29 15:07:48+00:00,1
0,"[-73.89655081236295, 40.63996615802263]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/2trhWBY75G,2022-03-29 15:02:36+00:00,0
1,"[-73.91881709516146, 40.65994973190957]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/2trhWBY75G,2022-03-29 15:02:36+00:00,0
2,"[-73.88481490494908, 40.62944505625845]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/2trhWBY75G,2022-03-29 15:02:36+00:00,0
3,"[-73.90068999999994, 40.64364000000006]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/2trhWBY75G,2022-03-29 15:02:36+00:00,0
4,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/2trhWBY75G,2022-03-29 15:02:36+00:00,0
0,"[-73.89655081236295, 40.63996615802263]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/5IAG4I9kDh,2022-03-29 15:02:36+00:00,0
1,"[-73.91881709516146, 40.65994973190957]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/5IAG4I9kDh,2022-03-29 15:02:36+00:00,0
2,"[-73.88481490494908, 40.62944505625845]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/5IAG4I9kDh,2022-03-29 15:02:36+00:00,0
3,"[-73.90068999999994, 40.64364000000006]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/5IAG4I9kDh,2022-03-29 15:02:36+00:00,0
4,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #LLine Both directions from 8 Av to Canarsie - Rockaway Pkwy https://t.co/5IAG4I9kDh,2022-03-29 15:02:36+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #W16THST EB from 10TH AVE to 9TH AVE https://t.co/XR6vTSpVYS,2022-03-29 14:52:37+00:00,1
1,"[-74.00873745069178, 40.74159598149876]",New York City Metro,Construction on #W16THST EB from 10TH AVE to 9TH AVE https://t.co/XR6vTSpVYS,2022-03-29 14:52:37+00:00,1
2,"[-74.00895273493161, 40.74055502920148]",New York City Metro,Construction on #W16THST EB from 10TH AVE to 9TH AVE https://t.co/XR6vTSpVYS,2022-03-29 14:52:37+00:00,1
3,"[-73.97750680977761, 40.659778722086955]",New York City Metro,Construction on #W16THST EB from 10TH AVE to 9TH AVE https://t.co/XR6vTSpVYS,2022-03-29 14:52:37+00:00,1
0,"[-73.92735249332763, 40.72936577439581]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
1,"[-73.89592369557506, 40.74830271468793]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
2,"[-73.92867694226139, 40.72764873156824]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
3,"[-73.99826477829662, 40.67149298010339]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
4,"[-73.99912582883799, 40.693744194711996]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
5,"[-73.99830898751196, 40.69567973605516]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
6,"[-73.98290900472838, 40.698191577389046]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
7,"[-73.93892419494772, 40.72347718101209]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
8,"[-73.95072018522357, 40.716137985222645]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
9,"[-73.96265059258205, 40.69753221094688]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
10,"[-74.00356410770823, 40.679662984766146]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
11,"[-73.96033504772318, 40.702980795207324]",New York City Metro,"@WMSBG RT @WINSTRAFFICNYC horrible truck car accident BQE, FDNY arrived",2022-03-29 14:44:01+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,UPDATE BUFFALO: Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic,2022-03-29 14:38:02+00:00,2
1,"[-73.88927432395744, 40.82075459501255]",New York City Metro,UPDATE BUFFALO: Delays: WB on I-90 exit 48A-exit 49: Delays Slow traffic stopped traffic,2022-03-29 14:38:02+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,".⁦@hatzalah⁩ ⁦@NYPD90Pct⁩ and ⁦@FDNY⁩ are on scene on the BQE Westbound under Lee Ave, for a accident involving a truck, expect traffic in the area. https://t.co/UQPoswJGb9",2022-03-29 14:27:00+00:00,1
0,"[-73.88927432395744, 40.82075459501255]",New York City Metro,BUFFALO: Delays: WB on I-90 exit 48A-exit 49: Slow traffic,2022-03-29 14:24:03+00:00,1
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,BUFFALO: Delays: WB on I-90 exit 48A-exit 49: Slow traffic,2022-03-29 14:24:03+00:00,1
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,The traffic is freaking hectic in #Guayaquil this morning smh,2022-03-29 14:23:36+00:00,2
0,"[-73.92660953607941, 40.73644893674597]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
1,"[-73.92811515835673, 40.73650333652791]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
2,"[-73.88193078418765, 40.728696905297674]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
3,"[-73.87507458291066, 40.73026123513969]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
4,"[-73.88674545301777, 40.72763159367188]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
5,"[-73.91016161436572, 40.72919304239905]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
6,"[-73.91295636450414, 40.73014406304721]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
7,"[-73.9131074535431, 40.76957664788797]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
8,"[-73.91745183746504, 40.77062861343943]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
9,"[-73.89523182024291, 40.743738112468286]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
10,"[-73.92867694226139, 40.72764873156824]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
11,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
12,"[-73.82998999999995, 40.714000000000055]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
14,"[-73.92952688140933, 40.78638918981738]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
15,"[-73.91202900548177, 40.80452641138531]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
16,"[-73.83906261320435, 40.82879908178065]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
