,Coords,City,Tweet,Timestamp
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #AllTrains at New York Penn Station https://t.co/M8ydhUNfLi,2022-02-24 18:20:02+00:00
5,"[-73.95923197782602, 40.70161609381361]",New York City Metro,Construction on #AllTrains at New York Penn Station https://t.co/M8ydhUNfLi,2022-02-24 18:20:02+00:00
6,"[-73.95530100235588, 40.70416001212688]",New York City Metro,Construction on #AllTrains at New York Penn Station https://t.co/M8ydhUNfLi,2022-02-24 18:20:02+00:00
7,"[-74.12338490789914, 40.610465032798444]",New York City Metro,Construction on #AllTrains at New York Penn Station https://t.co/M8ydhUNfLi,2022-02-24 18:20:02+00:00
2,"[-73.99518099424334, 40.721569999961154]",New York City Metro,Cleared: Construction on #ELine SB from 23 St to Spring St,2022-02-24 10:04:16+00:00
3,"[-74.00681823560352, 40.725774412495774]",New York City Metro,Cleared: Construction on #ELine SB from 23 St to Spring St,2022-02-24 10:04:16+00:00
2,"[-73.99518099424334, 40.721569999961154]",New York City Metro,Cleared: Construction on #ELine SB from 23 St to Spring St,2022-02-24 10:04:16+00:00
3,"[-74.00681823560352, 40.725774412495774]",New York City Metro,Cleared: Construction on #ELine SB from 23 St to Spring St,2022-02-24 10:04:16+00:00
1,"[-73.99518099424334, 40.721569999961154]",New York City Metro,Construction on #ELine SB from 23 St to Spring St https://t.co/2Esf8cXiv2,2022-02-24 02:43:12+00:00
2,"[-74.00681823560352, 40.725774412495774]",New York City Metro,Construction on #ELine SB from 23 St to Spring St https://t.co/2Esf8cXiv2,2022-02-24 02:43:12+00:00
3,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #ELine SB from 23 St to Spring St https://t.co/2Esf8cXiv2,2022-02-24 02:43:12+00:00
1,"[-73.99518099424334, 40.721569999961154]",New York City Metro,Construction on #ELine SB from 23 St to Spring St https://t.co/i9pBWI6ScD,2022-02-24 02:43:11+00:00
2,"[-74.00681823560352, 40.725774412495774]",New York City Metro,Construction on #ELine SB from 23 St to Spring St https://t.co/i9pBWI6ScD,2022-02-24 02:43:11+00:00
3,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #ELine SB from 23 St to Spring St https://t.co/i9pBWI6ScD,2022-02-24 02:43:11+00:00
0,"[-73.98641401804346, 40.75548347019645]",New York City Metro,Construction on #1Line NB from Times Sq - 42 St to 72 St https://t.co/QFpxBUMbL6,2022-02-23 21:34:00+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #1Line NB from Times Sq - 42 St to 72 St https://t.co/QFpxBUMbL6,2022-02-23 21:34:00+00:00
0,"[-73.98641401804346, 40.75548347019645]",New York City Metro,Construction on #1Line NB from Times Sq - 42 St to 72 St https://t.co/xqPX6vVHxg,2022-02-23 21:34:00+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #1Line NB from Times Sq - 42 St to 72 St https://t.co/xqPX6vVHxg,2022-02-23 21:34:00+00:00
0,"[-73.98641401804346, 40.75548347019645]",New York City Metro,Construction on #2Line NB from Times Sq - 42 St to 72 St https://t.co/PGUsgiTrr0,2022-02-23 21:33:03+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #2Line NB from Times Sq - 42 St to 72 St https://t.co/PGUsgiTrr0,2022-02-23 21:33:03+00:00
0,"[-73.98641401804346, 40.75548347019645]",New York City Metro,Construction on #2Line NB from Times Sq - 42 St to 72 St https://t.co/D7fyOYSwon,2022-02-23 21:33:03+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #2Line NB from Times Sq - 42 St to 72 St https://t.co/D7fyOYSwon,2022-02-23 21:33:03+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,@DinnerWed @EJKessler @JulieMenin @NYC_DOT @Ydanis2013 All the bicycle riders ? Some of the bicycle riders ? Do all of the drivers follow traffic rules ? Should we not have roads for cars if majority of car drivers not follow traffic rules ? What's the consequence of a driver vs. a biker not following traffic rules ?,2022-02-23 18:44:05+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Hiring an SPM and APM for my NYC construction Corp. Dm me asap,2022-02-23 18:08:50+00:00
0,"[-73.98244761512373, 40.74546815576733]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
1,"[-73.9880643209342, 40.737745362286205]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
2,"[-73.99017906521442, 40.73211347023455]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
3,"[-73.98478952916172, 40.74241560279318]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
4,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
5,"[-73.93272973692467, 40.81416747323596]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
7,"[-73.9883027946293, 40.71277592148358]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
8,"[-73.99971221163501, 40.71178992527269]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
9,"[-73.98920691633367, 40.74281487808988]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
10,"[-73.9318160904889, 40.813998407640526]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
11,"[-73.94984477994653, 40.60428060196606]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
12,"[-73.92918620207656, 40.61115236305318]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
13,"[-73.93810165248375, 40.60537662161824]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
14,"[-73.97324306280082, 40.60169834511039]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
15,"[-73.90292861302999, 40.70514135379629]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
16,"[-73.88001323153019, 40.73124686585289]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
17,"[-73.94125784445146, 40.61069146411192]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
18,"[-73.957614919151, 40.68390003903019]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
19,"[-73.92547975864174, 40.687597844540655]",New York City Metro,Construction on #E24THST EB from MADISON AVE to PARK AVE S https://t.co/2hUSg72pRw,2022-02-23 14:01:21+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"@NYC_DOT ""Division of Traffic will conduct a study at this location to determine the need and feasibility of installing an LPI. This study will take into consideration traffic and pedestrian volumes, vehicular speeds, accident history, visibility, signal spacing, and other conditions.""",2022-02-22 20:23:02+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Want to land a job like ""Design and Construction Services Manager"" at TCB? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Construction #NewYork, NY",2022-02-22 16:26:49+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
2,"[-73.07005999999996, 40.94627000000003]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
4,"[-73.06524075356516, 40.899146616788485]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
5,"[-73.05232999999998, 40.93074000000007]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
6,"[-73.95923197782602, 40.70161609381361]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
7,"[-73.95530100235588, 40.70416001212688]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
8,"[-74.12338490789914, 40.610465032798444]",New York City Metro,Updated: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson https://t.co/6gj4piyK8r,2022-02-22 10:08:03+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #Systemwide https://t.co/QcQjpdssSh,2022-02-22 10:03:17+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #BabylonAndMontauk EB at Penn Station https://t.co/nHDmzlryon,2022-02-22 10:03:17+00:00
2,"[-74.11914331511373, 40.56464174808425]",New York City Metro,Updated: Construction on #BabylonAndMontauk EB at Penn Station https://t.co/nHDmzlryon,2022-02-22 10:03:17+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
1,"[-73.53411999999997, 40.87239000000005]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
3,"[-73.50228485663175, 40.77742946645413]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
4,"[-73.50101046169681, 40.76797558889933]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
5,"[-73.50277979556236, 40.79895627055645]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
6,"[-73.49998903035981, 40.760250104931835]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
7,"[-74.11914331511373, 40.56464174808425]",New York City Metro,Updated: Construction on #OysterBay EB from Penn Station to Oyster Bay https://t.co/RrJCg7jXZD,2022-02-22 10:03:17+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #Systemwide,2022-02-22 10:00:07+00:00
0,"[-74.11914331511373, 40.56464174808425]",New York City Metro,Cleared: Construction on #BabylonAndMontauk EB at Penn Station,2022-02-22 10:00:06+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #BabylonAndMontauk EB at Penn Station,2022-02-22 10:00:06+00:00
0,"[-73.50228485663175, 40.77742946645413]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
1,"[-73.50101046169681, 40.76797558889933]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
2,"[-73.50277979556236, 40.79895627055645]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
3,"[-73.49998903035981, 40.760250104931835]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
4,"[-73.53411999999997, 40.87239000000005]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
5,"[-74.11914331511373, 40.56464174808425]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
6,"[-73.48947658204514, 40.85489549537247]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
7,"[-73.53183649327102, 40.840769195700624]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
8,"[-73.57787808227133, 40.87788553747314]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
9,"[-73.47006101387906, 40.72341274561004]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
10,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
13,"[-73.50453999999996, 40.846670000000074]",New York City Metro,Cleared: Construction on #OysterBay EB from Penn Station to Oyster Bay,2022-02-22 10:00:06+00:00
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"We track how #COVID19 is shutting down economy after economy via real-time traffic data.

Current countries in focus: #Indonesia #Chile #Slovakia #Austria #Peru

#SocialDistancing https://t.co/SqklZz0BAR",2022-02-22 09:28:51+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #Ronkonkoma Both directions from Penn Station to Greenport https://t.co/SpmL7nVpqU,2022-02-22 09:08:08+00:00
1,"[-73.12411999999995, 40.80620000000005]",New York City Metro,Updated: Construction on #Ronkonkoma Both directions from Penn Station to Greenport https://t.co/SpmL7nVpqU,2022-02-22 09:08:08+00:00
3,"[-72.36322999999999, 41.10256000000004]",New York City Metro,Updated: Construction on #Ronkonkoma Both directions from Penn Station to Greenport https://t.co/SpmL7nVpqU,2022-02-22 09:08:08+00:00
6,"[-73.95923197782602, 40.70161609381361]",New York City Metro,Updated: Construction on #Ronkonkoma Both directions from Penn Station to Greenport https://t.co/SpmL7nVpqU,2022-02-22 09:08:08+00:00
7,"[-73.95530100235588, 40.70416001212688]",New York City Metro,Updated: Construction on #Ronkonkoma Both directions from Penn Station to Greenport https://t.co/SpmL7nVpqU,2022-02-22 09:08:08+00:00
8,"[-74.12338490789914, 40.610465032798444]",New York City Metro,Updated: Construction on #Ronkonkoma Both directions from Penn Station to Greenport https://t.co/SpmL7nVpqU,2022-02-22 09:08:08+00:00
0,"[-73.99382321799739, 40.687742778628795]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
1,"[-74.00518788547355, 40.682691751056964]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
2,"[-74.24437830396774, 40.508998897087174]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
3,"[-73.92809740666057, 40.7882668129267]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
4,"[-73.92735249332763, 40.72936577439581]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
5,"[-73.9031813647514, 40.738462024019114]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
6,"[-73.90438987589646, 40.76756002417187]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
7,"[-73.91003510339367, 40.76889294191664]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
8,"[-73.92124526630631, 40.77317958430321]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
9,"[-73.91150608034822, 40.8049531404717]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
10,"[-73.83763178391786, 40.82899547991346]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
11,"[-73.84898542062899, 40.8274432358253]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
12,"[-73.90098796528525, 40.810984731092766]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
13,"[-73.88910555795528, 40.82131417408424]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
14,"[-73.86204798732155, 40.825721648594346]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
15,"[-73.87159782089314, 40.82457804909895]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
16,"[-74.02079465279583, 40.63782953653675]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
17,"[-74.04018246957217, 40.608084567772174]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
18,"[-73.99730026187078, 40.69780011251573]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
19,"[-73.97988934047383, 40.6963968600119]",New York City Metro,Cleared: Construction on #I278 WB from Congress Street to Summit Street,2022-02-22 09:03:11+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,@dwight_shudra Shree Datta Snacks on the expressway,2022-02-22 09:03:04+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Good &amp; Bad Drivers: Car Crash Compilation – 372 [USA &amp; Canada Only] https://t.co/avmRrGdI8L,2022-02-22 08:56:15+00:00
0,"[-72.36322999999999, 41.10256000000004]",New York City Metro,Cleared: Construction on #Ronkonkoma Both directions from Penn Station to Greenport,2022-02-22 08:51:27+00:00
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #Ronkonkoma Both directions from Penn Station to Greenport,2022-02-22 08:51:27+00:00
4,"[-73.12411999999995, 40.80620000000005]",New York City Metro,Cleared: Construction on #Ronkonkoma Both directions from Penn Station to Greenport,2022-02-22 08:51:27+00:00
0,"[-73.07005999999996, 40.94627000000003]",New York City Metro,Cleared: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson,2022-02-22 08:49:50+00:00
1,"[-73.05232999999998, 40.93074000000007]",New York City Metro,Cleared: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson,2022-02-22 08:49:50+00:00
4,"[-73.06524075356516, 40.899146616788485]",New York City Metro,Cleared: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson,2022-02-22 08:49:50+00:00
5,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Cleared: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson,2022-02-22 08:49:50+00:00
7,"[-73.01156290812558, 40.91542399441121]",New York City Metro,Cleared: Construction on #PortJefferson Both directions from Penn Station to Port Jefferson,2022-02-22 08:49:50+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
1,"[-73.7419787139529, 40.77674820011138]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
2,"[-73.82189832091346, 40.76390778068571]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
3,"[-73.91757389875043, 40.75071776727452]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
4,"[-73.90336740315352, 40.74990870479713]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
5,"[-73.89692488651295, 40.74761444126081]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
6,"[-73.93448280975107, 40.75686034841869]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
7,"[-73.84326488889906, 40.75808503700331]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
8,"[-73.7896700391699, 40.7625911478084]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
9,"[-73.83019837211437, 40.761774882014386]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
10,"[-73.88314936529783, 40.74986483865069]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
11,"[-73.89148313773948, 40.74724181444144]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
12,"[-73.86032025790524, 40.753026185895955]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
13,"[-73.86278601400356, 40.75371415661344]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
14,"[-73.86225492873334, 40.75304504053342]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
15,"[-73.76360089785618, 40.76882174279901]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
16,"[-74.00932989342257, 40.65629456413625]",New York City Metro,Updated: Construction on #B70Bus SB at 37 St/4 Av https://t.co/n58D8PLv3o,2022-02-22 08:39:52+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction of a High-Density Genetic Map Based on Large-Scale Marker Development in  Coix lacryma-jobi  L .  Using Specifific-Locus Amplifified Fragment Sequencing (SLAF-seq)  https://t.co/gSjHpD09oq #bioRxiv,2022-02-22 08:32:30+00:00
0,"[-74.00521650295474, 40.7214801389305]",New York City Metro,Updated: Construction on #M7Bus at Av Of The Americas/W 54 St https://t.co/0WhyqmTe2n,2022-02-22 08:27:50+00:00
1,"[-73.9874667218268, 40.7501157205085]",New York City Metro,Updated: Construction on #M7Bus at Av Of The Americas/W 54 St https://t.co/0WhyqmTe2n,2022-02-22 08:27:50+00:00
5,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #M7Bus at Av Of The Americas/W 54 St https://t.co/0WhyqmTe2n,2022-02-22 08:27:50+00:00
0,"[-74.00521650295474, 40.7214801389305]",New York City Metro,Updated: Construction on #M5Bus NB at Av Of The Americas/W 54 St https://t.co/0WhyqmTe2n,2022-02-22 08:27:49+00:00
1,"[-73.9874667218268, 40.7501157205085]",New York City Metro,Updated: Construction on #M5Bus NB at Av Of The Americas/W 54 St https://t.co/0WhyqmTe2n,2022-02-22 08:27:49+00:00
5,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #M5Bus NB at Av Of The Americas/W 54 St https://t.co/0WhyqmTe2n,2022-02-22 08:27:49+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Surging Construction Activities Driving Nigerian Diesel Genset Market https://t.co/recPUcsjWg,2022-02-22 08:15:30+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Good &amp; Bad Drivers: Car Crash Compilation – 379 [USA &amp; Canada Only] https://t.co/0NHuCakXsT,2022-02-22 07:52:15+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Learning Goal: I’m working on a construction report and need an explanation and https://t.co/EuKYMWlJAW,2022-02-22 07:22:01+00:00
1,"[-73.82873435013622, 40.71096996630587]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
2,"[-73.82926854241795, 40.71159880511113]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
3,"[-73.85464031560521, 40.70376705509786]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
4,"[-73.85757746972243, 40.70337665419002]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
5,"[-73.85846995462592, 40.685025037119644]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
6,"[-73.71586490595521, 40.73840504080914]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
7,"[-73.71615990703746, 40.73906002367802]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
8,"[-73.7254528725649, 40.73784938593374]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
9,"[-73.71446565739019, 40.73870686679784]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
10,"[-73.71464091626066, 40.73938288165442]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
11,"[-73.70964267083208, 40.741212693448446]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
12,"[-73.8726468966213, 40.72100127165094]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
13,"[-73.80673967366761, 40.717013866233245]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
14,"[-73.80074586229142, 40.718308018371204]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
15,"[-73.79239554868178, 40.720296391244034]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
16,"[-73.82932993296038, 40.71051004608651]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
17,"[-73.82887311978959, 40.71225390992476]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
18,"[-73.82893198924894, 40.711739515786356]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
19,"[-73.75448003963109, 40.73255462822412]",New York City Metro,Cleared: Construction on #Q33Bus SB at 82 St/30 Av,2022-02-22 07:16:11+00:00
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Car Crash Compilation #50 https://t.co/j57ETS8Vwf,2022-02-22 06:48:33+00:00
